ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,78.02,75.9,90.0,,,0.8,,87.64,81.1,45.96,69.93,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.28,True,6640751104.0,3.22,0.91,6.72,7.77,28.4,16.71,13.12,52.59,4.4,0.96,1.73,0.79,0.21,25.03,86.6,5.84,7.22,0.72,61.6,36.26,4.9,13.85,104.6,-27.7,-8.9,1.34,0.6,10.020000457763672,5.563282890519868,10.319889761914355,41.231368343282185,27.765811338771783,70.865207246501,19.57807411896471,37.65279675122374,16.46333028246504,,,,6,False,12.7,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,11.149999618530273,-10.13452196795278,-29.20577559983837,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.1%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.46,77.6,70.0,,,0.9,,88.33,60.18,66.13,95.8,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4271936000.0,4.61,1.62,29.28,15.45,35.06,31.82,17.83,24.89,6.19,0.76,2.96,0.37,0.46,71.23,-64.7,5.96,11.45,1.64,37.42,62.57,13.47,20.08,1.0,-32.3,-10.0,0.88,0.57,13.600000381469727,15.009511973968925,27.842644711712357,39.08893818969064,23.60598950154391,75.340148956232,48.44799332957499,26.586106320582825,8.712440604724941,,,,6,False,8.6,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.180000305175781,-4.090267357006693,-32.77225994315703,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.1%))
MDNE3,SMALL11,SMALL11,Imobiliário,75.58,73.03,90.0,,,0.8,,73.06,78.11,63.61,79.02,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.19,True,2396111360.0,4.22,1.03,17.13,9.24,24.38,16.15,10.98,19.89,4.09,0.7,2.78,0.43,0.28,39.01,87.7,3.63,6.56,1.12,72.76,27.27,18.83,34.28,23.1,-32.4,-17.5,1.63,0.63,23.170000076293945,15.299116980606241,28.379861999024573,72.7494078224869,52.7160008653799,132.39532870580751,24.797020818618744,65.98408459142811,40.40450132224633,,,,6,False,8.7,,,n/d,2026-01-02,última,,,False,False,,,Em Baixa,25.110000610351562,-7.726007514543243,-32.40956563193556,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.7%))
POMO3,SMALL11,SMALL11,Bens Industriais,74.25,75.0,70.0,,,0.7,,80.84,76.96,51.82,90.21,5,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,4841461248.0,4.02,1.14,24.46,11.85,28.32,24.74,18.39,13.19,4.34,1.29,1.94,0.81,0.27,47.65,-14.0,,8.72,1.02,59.93,39.42,3.85,6.69,1.3,-41.7,-29.3,0.89,0.45,3.9000000953674316,3.3018081753407875,6.12485416525716,12.854477926273251,8.641525672352358,25.882452925408025,11.397774289717844,11.632816116808657,5.103013861093563,9.292410338583805,10.019649981035101,9.017684982931591,6,True,7.8,131.22268621590908,138.26692593217325,n/d,2026-04-27,última,,,False,False,,,Em Baixa,4.989999771118164,-21.84368187869644,-42.144071837106075,True,False,False,sem sinal (Em Baixa; sem novo topo (-21.8%))
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,73.02,73.55,70.0,,,0.7,,80.84,75.07,51.82,80.42,6,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,5189052928.0,4.22,1.19,23.31,9.47,28.32,24.74,18.39,13.19,4.5,1.29,1.94,0.81,0.28,39.98,-14.0,4.28,8.72,1.02,59.93,39.42,4.05,7.92,3.2,-47.2,-28.0,0.94,0.48,4.179999828338623,2.8287434456871554,5.247319091749673,13.124407043954207,8.847851334577117,24.242276223862447,11.575137762178509,11.985307564667616,5.196540950909792,,,,7,False,8.6,,,n/d,2026-04-27,última,,,False,False,,,Em Baixa,5.380000114440918,-22.30483755718279,-47.42767699757875,True,False,False,sem sinal (Em Baixa; sem novo topo (-22.3%))
PSSA3,BOVA11,BOVA11,Insurance,72.89,72.52,75.0,,1.8,0.3,,76.51,51.92,100.0,51.05,7,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,29806143488.0,8.39,1.92,6.3,5.33,22.84,17.35,79.28,8.13,,,,,0.66,44.76,0.3,7.46,6.06,,71.59,28.18,43.07,55.45,8.0,-16.1,-8.5,0.73,0.48,46.5,17.719670336567155,32.869988474332075,73.43563766388556,54.95568394221488,99.49397840258428,48.471933442582326,58.75937364170381,,43.12430747934178,40.6709609584572,36.60386486261148,4,True,4.1,-21.282011048147353,-7.259553807867136,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,54.90999984741211,-15.31597135454822,-16.291628013241777,True,False,False,sem sinal (Em Baixa; sem novo topo (-15.3%))
CURY3,BOVA11+SMALL11,BOVA11,Consumo discricionário,71.17,69.61,80.0,,,0.9,,90.38,36.01,56.69,86.01,8,Não,6,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,-0.21,True,9688096768.0,8.71,5.78,15.5,10.4,66.38,57.38,37.72,18.37,5.61,-0.2,1.94,0.71,1.39,90.56,33.5,6.54,16.14,0.91,70.61,24.44,26.99,40.16,16.5,-21.7,-0.2,1.29,0.58,31.450000762939453,23.35758008681536,43.32831106104249,47.84299771629709,21.02514127537779,60.16148505630458,52.41807373697541,23.862831461652593,24.03710861874971,37.00419112665188,33.6827098398961,30.314438855906488,8,True,2.9,-3.610689600908079,17.660382286087128,n/d,2026-05-18,última,,,False,False,,,Lateral,32.31999969482422,-2.691828403773433,-21.86030445443281,True,False,False,sem sinal (Lateral)
MILS3,SMALL11,SMALL11,Bens Industriais,70.68,69.04,80.0,,,0.7,,85.44,53.59,58.7,54.55,10,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3561025792.0,8.14,1.94,6.81,5.72,23.81,18.37,20.65,23.53,4.85,1.28,2.98,0.99,0.64,46.57,21.3,8.35,11.12,0.54,61.6,38.32,10.3,15.81,51.8,-1.1,8.8,0.77,0.48,15.630000114440918,6.387775021935415,11.849322665690195,25.44195350323613,18.656800726127518,35.41204639690923,12.303816294168772,20.482834583020797,17.510933846895597,20.236815430864034,18.656800726127518,16.791120653514767,7,True,5.5,7.428794181524423,29.474186069690255,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.8100004196167,-1.138521824151506,-1.9447896744231197,True,False,False,sem sinal (Em Alta)
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.45,70.53,70.0,,,0.9,,86.35,57.53,36.82,99.3,11,Não,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.96,True,4331826688.0,6.31,4.56,8.79,19.55,72.29,64.73,34.45,12.31,5.17,1.09,1.37,1.44,0.18,123.36,35.0,6.27,13.84,0.81,77.23,22.71,24.26,35.6,31.8,-10.2,-3.0,0.65,0.46,31.959999084472656,44.62859338261293,82.78604072474697,67.11093310130946,28.261871426759495,151.94928249353086,98.51666666666667,61.28621060572412,24.66833495352781,76.36279977162148,67.11093310130946,60.399839791178515,7,True,6.2,88.98573692551506,138.93242164929015,n/d,2026-04-30,última,,,False,False,,,Lateral,34.0,-6.000002692727479,-11.737089498636466,True,False,False,sem sinal (Lateral)
PETR4,BOVA11,BOVA11,Energia,69.47,74.67,40.0,,,0.9,DY5a=39.1%>=20,87.34,82.67,36.18,,14,Rompimento,7,8,False,,True,,False,False,True,True,True,False,4,10,True,True,True,True,True,True,True,False,True,True,True,0.66,True,589032914944.0,4.12,1.14,6.97,39.11,27.73,30.77,19.69,24.32,2.68,1.29,0.85,0.76,0.27,161.13,96.8,4.36,10.07,0.28,65.87,33.99,27.61,48.52,56.1,-11.2,0.5,0.37,0.25,43.11000061035156,120.43157629006575,223.40057401807195,138.64259905028112,94.3557246545851,313.90777143459877,57.3936825,126.60946781195483,58.89241918633427,117.10372050161327,120.43157629006575,108.38841866105918,7,True,5.5,151.42291145092904,171.63933853782956,n/d,2026-08-24,próxima,"A análise fundamentalista da Petrobras (PETR4) revela uma companhia que combina alta eficiência operacional com múltiplos de valuation bastante descontados, evidenciando que sua elevada qualidade convive com preços atrativos. O retorno sobre o patrimônio líquido (ROE) de 27,7% e o retorno sobre o capital investido (ROIC) de 19,7% situam-se confortavelmente acima das médias do setor, de 16,2% e 13,8% respectivamente, enquanto os múltiplos de preço sobre lucro (P/L) de 4,12 e preço sobre valor patrimonial (P/VP) de 1,14 sugerem que o mercado precifica o papel com forte desconto. Essa excelente rentabilidade é acompanhada por um endividamento sob controle, visto que a relação dívida líquida por EBITDA de 1,29 está abaixo da média setorial de 1,71, embora a liquidez corrente de 0,85 demande atenção no curto prazo. No quesito proventos, o rendimento de dividendos (DY) de 6,97% mostra-se sustentável e coerente com a robusta geração de caixa, suportado por uma margem líquida de 24,32% e um endividamento saudável que não compromete a distribuição. O crescimento histórico da petroleira também supera os pares, com um crescimento anual composto (CAGR) da receita nos últimos cinco anos de 96,8%, significativamente acima dos 70,2% da média do setor. Essa solidez é ratificada pelo checklist de critérios de investimento, no qual a empresa atende a 7 dos 8 requisitos avaliados, falhando apenas no indicador de vendas por investidores internos (insiders). Sob a ótica do valuation, as estimativas de preço-teto apresentam uma dispersão relevante entre os métodos, variando desde os conservadores 94,36 reais pelo modelo de Graham até os otimistas 313,91 reais pela fórmula de Lynch. Tomando como referência a média de 117,10 reais e o preço-teto ajustado com margem de segurança de 108,39 reais, o papel projeta um expressivo potencial de valorização (upside) de 151,4% em relação à cotação atual de 43,11 reais, em um momento técnico de tendência em alta e sinal gráfico de rompimento. Como balanço final, destacam-se como prós a formidável rentabilidade, o forte crescimento frente ao setor, o endividamento controlado e o elevado desconto patrimonial; por outro lado, figuram como contras a baixa liquidez de curto prazo, a ocorrência de vendas por insiders e a pontuação de segurança moderada de 36,0 no score geral.",Rompimento,False,False,,,Em Alta,43.04999923706055,0.13937601476043948,-12.303059657760118,True,True,True,"Rompimento (vol x1.2, +0.1% do topo, MM50>MM200)"
PLPL3,SMALL11,SMALL11,Consumo discricionário,69.23,72.62,50.0,,,0.9,,79.63,81.74,51.66,60.14,15,Não,5,8,False,,True,,False,False,True,False,False,True,5,10,True,True,True,False,False,True,True,False,True,True,True,0.43,True,1398296320.0,4.46,1.22,7.38,6.32,27.32,38.02,24.26,9.85,1.86,0.9,2.87,1.28,0.3,28.19,-37.9,2.71,8.79,1.2,73.04,24.14,6.46,17.36,6.7,-60.3,-27.3,1.35,0.48,6.889999866485596,3.1108856357569485,5.770692854329139,20.469170006935904,14.010806263887979,32.937757151991306,10.95072400487419,18.692600534635808,24.025402249824538,,,,6,False,10.6,,,n/d,2025-12-30,última,,,False,False,,,Em Baixa,7.5,-8.133335113525387,-60.358179198255236,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.1%))
