ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.86,75.72,90.0,,,0.8,,87.64,81.55,44.53,69.93,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.36,True,6733535744.0,3.2,0.91,6.75,7.91,28.4,16.71,13.12,52.59,4.39,1.22,1.73,0.86,0.21,25.31,90.2,5.92,7.25,0.72,61.6,36.26,4.95,13.85,105.1,-26.6,-8.1,1.38,0.61,10.15999984741211,5.739092615548469,10.646016801842409,42.06874936819076,28.24159854064169,72.73352947776883,19.57807411896471,38.41749942302704,17.553512921415752,,,,6,False,12.7,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,11.149999618530273,-8.878922017834656,-28.216639097456486,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.9%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.61,77.78,70.0,,,0.9,,88.33,61.07,65.93,95.8,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4293923840.0,4.62,1.62,29.19,15.45,35.06,31.82,17.83,24.89,6.21,0.76,2.96,0.37,0.46,71.37,-64.7,5.99,11.45,1.64,37.42,62.57,13.47,20.08,1.5,-31.9,-8.7,0.92,0.6,13.670000076293945,15.08411226491652,27.981028251420142,39.20508679889497,23.70179737215861,75.40871357180518,48.42609100336703,26.57254222002149,8.62471996500076,,,,6,False,8.7,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.180000305175781,-3.596616487347204,-32.426236328767075,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.6%))
MDNE3,SMALL11,SMALL11,Imobiliário,76.01,73.54,90.0,,,0.8,,73.73,78.7,64.28,78.32,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.1,True,2431272448.0,4.23,1.03,17.09,9.26,24.38,16.15,10.98,21.43,4.1,0.36,2.38,0.48,0.29,39.18,10.0,3.68,6.3,1.12,72.76,27.27,19.63,34.28,19.7,-31.4,-15.4,1.67,0.63,23.510000228881836,15.556165030825108,28.85668613218057,73.6424357051263,53.4262997412187,133.89190461175008,25.878182088930647,66.64550378301776,39.83247675664421,,,,6,False,8.6,,,n/d,2026-01-02,última,,,False,False,,,Em Baixa,25.110000610351562,-6.371964725521073,-31.417733179499095,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.4%))
POMO3,SMALL11,SMALL11,Bens Industriais,73.88,74.56,70.0,,,0.7,,81.07,74.46,52.23,90.21,4,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,5189052928.0,4.28,1.21,22.97,11.85,28.32,24.74,18.39,13.19,4.55,1.29,1.94,0.81,0.31,50.73,-14.0,,8.72,1.02,59.93,39.42,3.85,6.69,8.6,-37.5,-23.8,0.94,0.46,4.179999828338623,3.539168778164285,6.565158083494749,12.940420029319332,8.712703869541969,25.202940551897278,11.311021670034703,11.174064637127563,5.123190746981987,9.304426506083383,9.943384253334766,8.94904582800129,6,True,7.1,114.09201424676053,122.59394469356968,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,4.989999771118164,-16.2324645277095,-37.99031695498357,True,False,False,sem sinal (Em Baixa; sem novo topo (-16.2%))
PSSA3,BOVA11,BOVA11,Insurance,73.29,72.99,75.0,,1.8,0.3,,76.51,53.84,100.0,51.05,5,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,29851013120.0,8.17,1.87,6.47,5.33,22.84,17.35,79.28,8.13,,,,,0.63,43.58,0.3,7.48,6.06,,71.59,28.18,43.07,55.45,8.1,-16.0,-8.6,0.74,0.49,46.56999969482422,17.74536434631083,32.91765086240659,75.52662129209557,56.51525123994185,103.85643078485789,48.587551893870064,61.394920867538694,,43.69429709867076,40.75260137813832,36.677341240324495,4,True,4.3,-21.242556408260384,-6.175010983461671,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,54.70000076293945,-14.862890228008007,-16.165615959622304,True,False,False,sem sinal (Em Baixa; sem novo topo (-14.9%))
CURY3,BOVA11+SMALL11,BOVA11,Consumo discricionário,72.17,70.79,80.0,,,0.9,,90.6,40.17,56.88,86.01,6,Não,6,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,-0.21,True,9210622976.0,8.4,5.57,16.07,10.4,66.38,57.38,37.72,18.37,5.4,-0.2,1.94,0.71,1.0,87.35,33.5,6.22,16.14,0.91,70.61,24.44,26.99,40.16,10.8,-25.6,-4.9,1.27,0.57,29.899999618530273,22.209165710791492,41.198002393518216,47.16368987446739,20.73457801907385,66.90224486279635,53.46995560933222,28.295108081814845,23.495571783086064,37.93353954186006,34.74655523766653,31.271899713899874,8,True,3.2,4.588294691881467,26.86802684221796,n/d,2026-05-18,última,,,False,False,,,Lateral,32.31999969482422,-7.48762406913478,-25.711389178797507,True,False,False,sem sinal (Lateral)
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,72.13,72.51,70.0,,,0.7,,81.07,70.15,52.23,80.42,7,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5549059072.0,4.63,1.31,21.22,9.48,28.32,24.74,18.39,13.19,4.83,1.29,1.94,0.81,0.31,43.87,-14.0,4.57,8.72,1.02,59.93,39.42,4.05,7.92,10.4,-43.6,-22.5,0.98,0.49,4.46999979019165,3.0252751333729315,5.611885372406788,12.792116030246081,8.609394696936603,23.629340976262593,11.575137762178509,11.681856903092651,5.044964600842438,11.277813763137951,11.575137762178509,10.417623985960658,7,True,7.8,133.05647594927527,152.30009602873866,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,5.369999885559082,-16.75977866941296,-43.78031869667932,True,False,False,sem sinal (Em Baixa; sem novo topo (-16.8%))
VTRU3,SMALL11,SMALL11,Consumo discricionário,70.75,72.21,62.5,,,0.9,P/L=1.74<2,86.97,90.24,49.07,6.99,8,Rompimento,8,8,True,,True,,,,True,True,True,True,5,8,True,True,True,True,True,True,True,True,True,False,True,0.44,True,2018663680.0,1.74,0.47,0.2,0.21,27.23,9.79,15.07,48.63,2.78,2.49,2.13,0.76,,0.36,1514.7,4.01,6.01,0.37,51.99,48.01,10.08,16.86,34.1,-19.8,1.4,1.16,0.52,13.520000457763672,0.1990986372966361,0.36932797218526,102.95402647434977,70.91602954133734,233.10345616833916,0.39176666666666665,94.01839398789681,79.33990114175259,,,,4,False,1170.8,,,n/d,n/d,,,Rompimento,False,False,,,Em Alta,13.15999984741211,2.7355669796786275,-22.065498789947924,False,True,False,"Rompimento (vol x1.1, +2.7% do topo, MM50>MM200)"
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.5,70.59,70.0,,,0.9,,86.35,57.74,36.82,99.3,9,Pivô de alta,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.96,True,4367067136.0,6.2,4.48,8.94,19.55,72.29,64.73,34.45,12.31,5.1,1.09,1.37,1.44,0.18,121.21,35.0,6.32,13.84,0.81,77.23,22.71,24.26,35.6,32.8,-9.5,-2.2,0.65,0.46,32.220001220703125,44.9939175324955,83.46371702277915,68.85726067327683,28.998929079211273,155.90323171307963,98.51666666666667,62.88097012427546,24.981848587096945,77.65924183025493,68.85726067327683,61.971534605949145,7,True,6.2,92.33870967741933,141.02805365616993,n/d,2026-04-30,última,"A Metal Leve (LEVE3) apresenta uma notável eficiência operacional no setor de consumo discricionário, evidenciada por um ROE de 72,3% e um ROIC de 34,4% que se posicionam muito acima das médias setoriais de 12,5% e 13,1%, respectivamente. Essa alta rentabilidade convive com múltiplos de preço atrativos, uma vez que o P/L de 6,2 indica um papel descontado, embora o P/VP de 4,48 reflita o forte prêmio sobre o valor patrimonial demandado pelo mercado diante de tamanha geração de valor. A saúde financeira da companhia é robusta, visto que a relação Dívida Líquida/EBITDA de 1,09 está confortavelmente abaixo do limite prudencial e da média dos pares de 2,7, sugerindo que o endividamento é controlado e não ameaça a operação. Esse balanço equilibrado sustenta um expressivo Dividend Yield de 8,94%, o qual se mostra coerente com a forte conversão de lucro em caixa e com a estrutura de capital desalavancada da empresa. Por outro lado, o crescimento da receita nos últimos cinco anos, com CAGR de 35,0%, ficou abaixo da média do setor de 75,2%, sinalizando que a empresa prioriza a rentabilidade em detrimento de uma expansão acelerada. No checklist de critérios fundamentalistas, a companhia atende a 6 de 8 requisitos, falhando apenas na margem líquida de 12,31% (abaixo do sarrafo de 15%) e no avanço de receita frente aos pares, mas validando sua solidez pelo tamanho de mercado e governança. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 29,0 por Graham até os otimistas R$ 155,9 por Lynch. Tomando a média de R$ 77,66 e o preço-teto ajustado com margem de segurança de R$ 61,97 como referências, o papel demonstra um potencial de valorização expressivo de 92,3% frente à cotação atual de R$ 32,22. Como prós, destacam-se o excepcional retorno sobre o capital, o endividamento sob controle e o consistente retorno em proventos; como contras, pesam o crescimento inferior ao do setor e a margem líquida que não atinge patamares mais elevados.",Pivô de alta,False,False,,,Em Alta,34.0,-5.23529052734375,-11.019049888572063,True,True,True,Pivô de alta
MILS3,SMALL11,SMALL11,Bens Industriais,70.45,68.76,80.0,,,0.7,,85.44,53.13,57.86,54.55,10,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3565582336.0,8.17,1.94,5.41,5.72,23.81,18.37,20.65,23.53,4.86,1.28,2.98,0.99,0.64,46.7,21.3,8.36,11.12,0.54,61.6,38.32,10.3,15.81,52.0,-1.0,7.9,0.75,0.48,15.649999618530273,6.389485057614434,11.852494781874773,25.380966333601723,18.646344215202816,35.25934212752917,12.30058298085038,20.398068615455255,17.506245854909462,20.19200641563194,18.646344215202816,16.781709793682534,7,True,5.5,7.231375097365933,29.022408356634944,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.8100004196167,-1.0120227504099244,-1.8193222677992948,True,False,False,sem sinal (Em Alta)
RIAA3,SMALL11,SMALL11,Consumo discricionário,70.39,70.46,70.0,,,0.9,,66.53,93.81,39.18,92.31,11,Não,4,8,False,,False,,False,False,True,True,True,True,7,10,True,True,False,False,False,True,True,False,True,False,True,0.47,True,3424070144.0,2.15,0.61,49.43,13.13,28.35,8.06,8.96,14.35,2.45,2.11,1.61,0.68,0.14,28.24,16.6,5.11,4.35,1.05,64.01,35.99,5.72,10.43,19.2,-34.6,-21.0,1.63,0.61,6.820000171661377,6.3976397676328585,11.867621768958951,42.03023361605267,28.248246686408304,89.24044619617707,51.88018214566937,38.38232654748962,42.36381539797177,,,,6,False,13.9,,,n/d,n/d,,,,False,False,,,Em Baixa,8.079999923706055,-15.594056484430673,-37.04690147032207,False,False,False,sem sinal (Em Baixa; sem novo topo (-15.6%))
BRSR6,SMALL11,SMALL11,Produtos financeiros,69.75,71.03,62.5,17.35,,0.4,,47.78,91.71,90.71,84.62,12,Não,2,6,False,,True,,False,False,True,,False,True,5,8,False,False,False,,False,,True,True,True,False,True,,True,5463898624.0,3.51,0.46,12.09,10.16,13.26,9.63,0.0,22.38,,,,,0.41,35.67,-29.2,4.11,1.0,,93.0,6.99,10.04,18.55,33.1,-28.0,-9.1,1.08,0.64,13.359999656677246,9.696598453261945,17.987190130800908,50.43304713702948,49.872970019908486,71.14623571205043,34.01564310750613,30.578103101173607,,34.14529345844551,34.01564310750613,30.614078796755518,3,True,5.2,129.14730227148462,155.5785504184493,n/d,n/d,,,,False,False,,,Em Baixa,14.380000114440918,-7.093188106023385,-28.26449531219547,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.1%))
