ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.85,75.71,90.0,,,0.8,,86.88,82.11,44.97,70.92,False,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.33,True,6806438400.0,3.32,0.94,6.51,7.91,28.4,16.71,13.12,52.59,4.51,1.22,1.3,1.73,0.86,0.22,26.25,90.2,5.99,7.25,0.72,61.6,36.26,5.05,13.85,103.5,-25.9,-7.4,1.37,0.61,10.270000457763672,5.800746000142754,10.760383830264809,40.98720062209899,27.575840178207756,70.86158158688363,19.57807411896471,37.42982094546399,17.97012328948657,,,,6,False,12.2,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,10.819999694824219,-5.083172389770407,-27.439457712386574,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.1%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.78,77.98,70.0,,,0.9,,87.8,62.75,65.69,96.45,False,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4190266624.0,4.6,1.61,29.3,15.44,35.06,31.82,17.83,24.89,6.19,0.76,0.6,2.96,0.37,0.45,71.04,-64.7,5.85,11.45,1.64,37.42,62.57,13.34,20.08,0.0,-33.6,-9.8,0.92,0.6,13.34000015258789,14.714952342313135,27.296236594990862,38.425000439519465,23.251728312342852,74.23176664953704,48.477503944442624,26.256766942656338,8.767146223852324,,,,6,False,8.5,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.039999961853027,-4.985753640790957,-34.057497245488555,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.0%))
MDNE3,SMALL11,SMALL11,Imobiliário,74.67,71.96,90.0,,,0.8,,73.1,76.14,60.08,80.14,False,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.26,True,2489184256.0,4.58,1.12,15.77,9.29,24.38,16.15,10.98,21.43,4.42,0.91,1.16,2.38,0.48,0.33,42.53,19.5,3.77,6.4,1.12,72.76,27.27,20.62,34.28,16.7,-29.8,-12.2,1.66,0.63,24.06999969482422,15.963784106044315,29.612819516712204,69.63482444463338,50.411032604499205,122.43808240462833,25.69461156063185,60.327889269462055,41.60612167729049,46.214549845538194,46.00857714089484,41.40771942680536,6,True,7.7,72.03041110012676,92.00062497497964,n/d,2026-01-02,última,,,False,False,,,Em Baixa,24.899999618530273,-3.3333330779988457,-29.78412907832103,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.3%))
POMO3,SMALL11,SMALL11,Bens Industriais,74.0,74.7,70.0,,,0.7,,80.49,75.3,52.52,91.49,False,4,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5114569216.0,4.29,1.21,22.43,12.72,28.32,24.74,18.39,13.19,4.56,1.29,0.98,1.94,0.81,0.33,54.56,-14.0,,8.76,1.02,59.93,39.42,3.73,6.48,10.4,-36.4,-21.1,0.91,0.45,4.119999885559082,3.742977732282948,6.9432236933848674,12.72494137148201,8.577626503317656,24.572449115714605,11.203352942330492,10.33320409788725,5.277674817213106,9.176670570935896,9.455415300602453,8.509873770542209,6,True,6.6,106.55033997379402,122.73472878241658,n/d,2026-08-26,última,,,False,False,,,Em Baixa,4.119999885559082,0.0,-36.92338129060463,True,False,False,sem sinal (Em Baixa; sem novo topo (+0.0%))
PSSA3,BOVA11,BOVA11,Insurance,73.13,72.8,75.0,,1.8,0.3,,76.13,53.47,100.0,51.77,False,5,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,31184277504.0,8.48,1.94,6.23,5.34,22.84,17.35,79.28,8.13,,,,,,0.68,45.24,0.3,7.81,6.06,,71.59,28.18,43.07,55.45,13.0,-12.3,-4.4,0.75,0.5,48.650001525878906,18.54041272681024,34.39246560823299,76.01562738418578,56.895160407322,102.35807874428195,48.4243851441565,60.425374640651505,,44.34322271584637,41.40842537619474,37.26758283857527,4,True,4.1,-23.39654333052562,-8.852576926933054,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,50.41999816894531,-3.5105051712528312,-12.421238174524152,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.5%))
POMO4,BOVA11+SMALL11+Carteira,BOVA11,Bens Industriais,72.71,73.19,70.0,,,0.7,,80.49,71.55,52.52,85.82,False,6,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5499403264.0,4.68,1.33,20.54,10.21,28.32,24.74,18.39,13.19,4.87,1.29,0.98,1.94,0.81,0.32,47.8,-14.0,4.53,8.76,1.02,59.93,39.42,3.93,7.69,12.6,-42.4,-19.6,0.97,0.48,4.429999828338623,3.2322267433760246,5.995780608962526,12.542200368693749,8.422600881369988,23.661100216797387,11.553161635383333,11.323724208249725,5.1839584687313796,11.240360912598296,11.323724208249725,10.191351787424754,7,True,7.3,130.05309666675097,153.73276180946837,n/d,2026-08-26,última,"A Marcopolo (POMO4) apresenta uma sólida combinação de alta qualidade operacional e valuation atrativo no setor de bens industriais, evidenciada por um ROE de 28,3% e um ROIC de 18,4% que se posicionam significativamente acima da média dos seus pares, sugerindo uma forte capacidade de geração de valor sobre o capital empregado. Essa rentabilidade robusta convive com múltiplos de preço bastante descontados, como o P/L de 4,68 e o P/VP de 1,33, indicando que o mercado atualmente subavalia a qualidade da empresa em relação ao seu patrimônio e lucros. O endividamento é muito bem controlado, com a relação Dívida Líquida/EBITDA em 1,29, patamar confortavelmente abaixo da média setorial de 2,39, o que confere segurança financeira e permite que a companhia sustente um expressivo Dividend Yield de 20,54%. Esse provento elevado mostra-se sustentável diante da forte geração de caixa e da estrutura de capital equilibrada, embora o investidor deva monitorar o histórico de crescimento, dado que o CAGR de receita de cinco anos contraiu 14,0%, ficando bem abaixo da expansão média do setor. No checklist de critérios fundamentalistas, a empresa atende a 5 de 8 requisitos, penalizada justamente pela ausência de crescimento recente frente aos pares, pela margem líquida de 13,19% (abaixo do sarrafo de 15%) e por movimentações de insiders, refletindo um momento operacional de recuperação que contrasta com a tendência gráfica de baixa no curto prazo. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 3,28 pelo modelo de Bazin até os otimistas R$ 24,04 de Lynch, estabelecendo uma média de R$ 11,39 e um preço-teto ajustado com margem de segurança de R$ 10,35, o que aponta para um expressivo potencial de valorização de 130,1% frente à cotação atual de R$ 4,50. Em suma, o ativo tem como principais pontos positivos a eficiência na alocação de capital, o endividamento sob controle e o robusto retorno via dividendos com grande margem de segurança no preço, enquanto os pontos negativos concentram-se na retração histórica de receita a longo prazo e no atual sinal gráfico desfavorável.",,False,True,4.45,-0.45,Em Baixa,4.5,-1.5555593702528236,-42.62971410524218,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.6%))
ABCB10,SMALL11,SMALL11,Produtos financeiros,71.45,75.24,50.0,,,0.4,,75.84,74.15,,,False,7,Não,1,3,False,,,,,,True,,False,,1,2,True,False,,,False,,,,True,True,True,,True,,,0.82,,,14.9,,,40.92,,,,,,,,-2.9,,1.54,,,,,,,,,,,,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,,,,,False,False,False,histórico insuficiente
PETR4,BOVA11,BOVA11,Energia,70.94,74.64,50.0,,,0.9,DY5a=41.0%>=20,86.35,84.19,36.34,,False,8,Não,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,592175497216.0,4.13,1.14,8.54,41.02,27.73,30.77,19.69,24.32,2.68,1.29,0.92,0.85,0.76,0.28,169.4,96.8,4.39,10.07,0.28,65.87,33.99,26.84,47.05,61.5,-7.9,5.0,0.33,0.22,43.34000015258789,126.97414320631222,235.53703564770916,139.0447946783994,94.74421811280584,314.81840304543266,56.092553333333335,126.97675589499117,57.651069707955,143.97987170336734,126.97544955065169,114.27790459558652,8,True,5.6,163.6776746498531,232.2101319715157,n/d,2026-08-24,última,,,False,False,,,Em Alta,42.971248626708984,0.8581354688625531,-9.067924832603424,True,False,False,sem sinal (Em Alta)
MILS3,SMALL11,SMALL11,Bens Industriais,70.83,69.21,80.0,,,0.7,,84.89,55.99,57.38,55.32,False,9,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3576973824.0,8.19,1.95,5.4,5.71,23.81,18.37,20.65,23.53,4.87,1.28,0.87,2.98,0.99,0.65,46.75,21.3,8.39,11.12,0.54,61.6,38.32,10.3,15.81,52.5,-0.7,7.1,0.74,0.47,15.699999809265137,6.401689207136988,11.875133479239112,25.399877591301955,18.63509665364473,35.24676845926421,12.299170191999252,20.397671192598374,18.365332683654273,20.317007178814556,18.63509665364473,16.77158698828026,7,True,5.5,6.8253961276021125,29.407690609172853,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.75,-0.3174615284753268,-1.5056447768889702,True,False,False,sem sinal (Em Alta)
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.36,70.42,70.0,,,0.9,,86.26,58.03,35.47,100.0,False,10,Não,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,1.2,True,4381976576.0,6.32,4.57,8.78,19.55,72.29,64.73,34.45,13.0,5.18,1.21,0.49,1.43,1.7,0.24,123.56,25.8,6.34,14.14,0.81,77.23,22.71,24.65,35.6,31.2,-9.2,-1.7,0.64,0.45,32.33000183105469,45.148440186639434,83.75035654621615,67.78046269960039,28.535162434746,153.465198565133,98.51666666666667,61.89763008793699,25.408305338080158,77.01341674099123,67.78046269960039,61.002416429640355,7,True,6.0,88.68670886075944,138.21036925217786,n/d,2026-04-30,última,,,False,False,,,Em Alta,34.0,-4.9117593204273895,-10.715264710077733,True,False,False,sem sinal (Em Alta)
