ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,mediana_1a,media_1a,max_drawdown,vol_anual,ret_ytd,min_ytd,max_ytd,rel_ibov_ytd,beta,corr_ibov,corr_usd,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.82,75.67,90.0,,,0.8,,86.88,81.94,44.97,70.92,False,1,Não,,,False,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.33,True,7084792832.0,3.3,0.94,6.56,8.1,28.4,16.71,13.12,52.59,4.49,1.22,1.3,1.73,0.86,0.22,26.72,90.2,6.23,7.25,0.72,61.6,36.26,5.01,13.76,113.3,-22.3,-3.0,9.09,8.79,-27.9,39.1,44.9,7.38,13.76,34.28,1.39,0.61,0.06,10.6899995803833,6.1829142257992675,11.46930588885764,42.92196801214507,28.790423313643462,74.821452383921,19.57807411896471,39.196665128072105,18.623390163401794,,,,6,False,12.1,,,n/d,2026-08-31,próxima,,,False,False,,,Lateral,10.747211456298828,-0.5323415859841085,-23.960500383886483,True,False,False,sem sinal (Lateral)
VULC3,SMALL11,SMALL11,Consumo discricionário,76.94,78.16,70.0,,,0.9,,87.8,63.47,65.69,96.45,False,2,Não,,,False,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4234242048.0,4.58,1.61,29.45,15.44,35.06,31.82,17.83,24.89,6.16,0.76,0.6,2.96,0.37,0.45,70.73,-64.7,5.91,11.45,1.64,37.42,62.57,13.37,20.08,0.8,-32.9,-8.6,17.05,16.81,-33.4,25.7,-32.3,13.37,19.91,-42.92,0.92,0.6,0.13,13.479999542236328,14.868854540639159,27.581725172885633,38.99781526957016,23.54699325982761,75.65805225913591,48.5255460725483,26.85014413170786,8.933390045417996,,,,6,False,8.5,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,13.930000305175781,-3.230443309985087,-33.36545001670864,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.2%))
MDNE3,SMALL11,SMALL11,Imobiliário,74.83,72.15,90.0,,,0.8,,73.1,76.88,60.08,80.14,False,3,Não,,,False,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.24,True,2542959872.0,4.51,1.1,16.0,9.29,24.38,16.15,10.98,21.43,4.36,0.91,1.16,2.38,0.48,0.32,41.89,19.5,3.85,6.4,1.12,72.76,27.27,20.62,34.28,19.2,-28.3,-10.0,25.43,26.46,-33.9,44.9,6.9,22.65,34.28,-3.72,1.65,0.63,0.13,24.59000015258789,16.31510399256947,30.264517906216366,72.2433485635897,52.36790220915065,127.88660404060299,26.12057082039398,63.11702146002028,42.81618468679651,47.82159094102792,47.59204344797358,42.83283910317623,6,True,7.8,74.18803919229919,94.47576512517874,n/d,2026-01-02,última,,,False,False,,,Lateral,24.610000610351562,-0.0812696353825304,-28.26720820235612,True,False,False,sem sinal (Lateral)
POMO3,SMALL11,SMALL11,Bens Industriais,73.94,74.63,70.0,,,0.7,,80.49,75.02,52.52,91.49,False,4,Não,,,False,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5102155264.0,4.32,1.22,22.27,12.72,28.32,24.74,18.39,13.19,4.58,1.29,0.98,1.94,0.81,0.34,54.94,-14.0,,8.76,1.02,59.93,39.42,3.73,6.48,10.2,-36.6,-21.3,5.55,5.43,-42.4,35.0,-22.5,3.73,6.43,-33.12,0.92,0.45,0.05,4.110000133514404,3.7338540754082064,6.926299309882222,12.60590318728376,8.492025826393586,24.239802592572193,11.192642972778984,10.172015844285255,5.245376960829237,8.338302596694463,8.492025826393586,7.642823243754228,7,True,6.5,85.95676388017428,102.87840208814045,n/d,2026-08-26,última,,,False,False,,,Em Baixa,4.150000095367432,-0.963854480333115,-37.0764712846113,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
POMO4,BOVA11+SMALL11+Carteira,BOVA11,Bens Industriais,72.94,73.46,70.0,,,0.7,,80.49,72.64,52.52,85.82,False,5,Não,,,False,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5499403264.0,4.6,1.3,20.91,10.21,28.32,24.74,18.39,13.19,4.8,1.29,0.98,1.94,0.81,0.31,46.99,-14.0,4.53,8.76,1.02,59.93,39.42,3.93,7.69,12.6,-42.4,-19.6,5.82,5.93,-48.9,34.8,-21.4,3.93,6.81,-32.02,0.99,0.49,0.05,4.429999828338623,3.2321919934874592,5.995716147919237,12.760325592497118,8.592991386382218,24.28275768128343,11.816286465557228,11.652825635412468,5.299826385439339,11.485818470641577,11.652825635412468,10.48754307187122,7,True,7.5,136.73913043478265,159.27356468880697,n/d,2026-08-26,última,"A análise fundamentalista da Marcopolo (POMO4) revela uma empresa com sólida eficiência operacional, evidenciada por um ROE de 28,3% e um ROIC de 18,4%, ambos significativamente acima das médias do setor de bens industriais, que são de 14,5% e 12,6%, respectivamente. Essa elevada qualidade técnica convive com múltiplos de preço bastante atrativos, uma vez que o P/L de 4,6 e o P/VP de 1,3 sugerem que o papel está descontado frente à rentabilidade entregue, configurando uma relação favorável entre qualidade e preço. No âmbito financeiro, a excelente rentabilidade é acompanhada por um endividamento sob controle, visto que a relação Dívida Líquida/EBITDA de 1,29 está bem abaixo dos 2,39 da média dos pares, garantindo robustez ao balanço. Essa folga financeira e a alta lucratividade sustentam um expressivo Dividend Yield de 20,91%, o qual se mostra coerente com a forte geração de caixa atual, embora o investidor deva monitorar a sustentabilidade desse patamar no longo prazo devido ao histórico de contração de receita. O crescimento, de fato, é o principal ponto de atenção, dado que o CAGR de receita de cinco anos recuou 14,0%, situando-se abaixo da média setorial de 21,6%, o que explica por que a companhia atendeu a apenas 5 dos 8 critérios do checklist de qualidade. Sob a ótica do valuation, as estimativas de preço-teto apresentam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 3,28 pelo modelo de Bazin até os otimistas R$ 24,67 de Lynch, resultando em uma média de R$ 11,64 e uma mediana de R$ 11,82. Tomando como referência o preço-teto ajustado com margem de segurança de R$ 10,63, o papel apresenta um expressivo potencial de valorização de 136,3% em relação à cotação atual de R$ 4,50. Em suma, os prós da tese concentram-se no valuation altamente descontado, na rentabilidade superior à média e no robusto retorno via dividendos, enquanto os contras residem na perda histórica de receita frente ao setor e na tendência gráfica de baixa no curto prazo.",,False,True,4.45,-0.45,Em Baixa,4.5,-1.5555593702528236,-42.629710436758536,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.6%))
PSSA3,BOVA11,BOVA11,Insurance,72.94,72.58,75.0,,1.8,0.3,,76.13,52.6,100.0,51.77,False,6,Não,,,False,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,31171457024.0,8.58,1.96,6.16,5.34,22.84,17.35,79.28,8.13,,,,,,0.69,45.78,0.3,7.81,6.06,,71.59,28.18,43.07,55.45,12.9,-12.3,-4.4,47.94,48.43,-16.1,25.8,5.0,44.27,55.45,-5.62,0.74,0.49,0.03,48.630001068115234,18.533077135828233,34.37885808696137,75.09877787325486,56.250172492539015,100.43237431007321,48.37186526060417,59.261845876800194,,44.09564458916216,41.37536167378277,37.23782550640449,4,True,4.1,-23.42622930596673,-9.324195721488627,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,49.70000076293945,-2.1529168579452085,-12.457242599435702,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.2%))
MILS3,SMALL11,SMALL11,Bens Industriais,70.84,69.22,80.0,,,0.7,,84.89,56.06,57.38,55.32,False,7,Não,,,False,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3590643968.0,8.19,1.95,5.4,5.71,23.81,18.37,20.65,23.53,4.87,1.28,0.87,2.98,0.99,0.65,46.74,21.3,8.42,11.12,0.54,61.6,38.32,10.3,15.81,53.0,-0.3,7.3,12.83,13.1,-15.0,27.0,24.6,12.01,15.81,13.98,0.74,0.47,0.07,15.760000228881836,6.4245287872495265,11.917500900347871,25.496947867238624,18.70631408246002,35.38411047454701,12.29947757296992,20.479030804924044,18.479380126224946,20.394680261244634,18.70631408246002,16.835682674214016,7,True,5.5,6.82539612760209,29.407867798563014,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.75,0.06349351671006698,-1.129230591216468,True,False,False,sem sinal (Em Alta)
ABCB10,SMALL11,SMALL11,Produtos financeiros,70.83,74.51,50.0,,,0.4,,75.84,72.11,,,False,8,Não,,,False,1,3,False,,,,,,True,,False,,1,2,True,False,,,False,,,,True,True,True,,True,,,0.83,,,14.9,,,40.92,,,,,,,,-2.9,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,,,,,False,False,False,histórico insuficiente
PETR4,BOVA11,BOVA11,Energia,70.8,74.47,50.0,,,0.9,DY5a=41.0%>=20,86.35,83.6,36.34,,False,9,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$43.36, preço 2.8% acima do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,608981549056.0,4.21,1.17,8.37,41.02,27.73,30.77,19.69,24.32,2.71,1.29,0.92,0.85,0.76,0.28,172.67,96.8,4.51,10.07,0.28,65.87,33.99,26.84,47.05,66.0,-5.3,7.8,36.85,35.78,-22.2,25.5,54.4,27.87,47.05,43.78,0.32,0.21,-0.05,44.56999969482422,130.57514152671646,242.21688753205902,140.273752008651,95.25766054713677,317.60094794411555,55.15675999999999,128.0990490041266,56.784601198619775,145.74559997017815,129.33709526542154,116.4033857388794,8,True,5.8,161.16981497847522,227.00381639693651,n/d,2026-08-24,última,,,False,False,,,Em Alta,43.54999923706055,2.342136568617126,-6.487250849291993,True,False,False,sem sinal (Em Alta)
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.33,70.39,70.0,,,0.9,,86.26,57.93,35.47,100.0,False,10,Não,,,False,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,1.2,True,4429414912.0,6.31,4.56,8.79,19.55,72.29,64.73,34.45,13.0,5.17,1.21,0.49,1.43,1.7,0.24,123.37,25.8,6.41,14.14,0.81,77.23,22.71,24.65,35.6,32.6,-8.2,-0.6,32.23,31.16,-12.3,24.5,3.6,31.18,35.6,-7.02,0.64,0.45,0.11,32.68000030517578,45.63724109891625,84.65708223848962,68.62282155999668,28.898560491513184,155.37242617357742,98.51666666666667,62.66687855667623,25.83074574066251,77.76738239797658,68.62282155999668,61.760539403997015,7,True,6.0,88.98573692551504,137.9662841853155,n/d,2026-04-30,última,,,False,False,,,Em Alta,34.0,-3.8823520436006453,-9.748685082984675,True,False,False,sem sinal (Em Alta)
