ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.69,75.52,90.0,,,0.8,,86.74,81.65,45.14,70.42,False,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.36,True,6885968384.0,3.27,0.93,6.61,7.91,28.4,16.71,13.12,52.59,4.46,1.22,1.3,1.73,0.86,0.22,25.86,90.2,6.06,7.25,0.72,61.6,36.26,5.05,13.85,105.9,-25.0,-6.4,1.38,0.61,10.390000343322754,5.868716018802491,10.88646821487862,42.10015429633837,28.261256735062123,72.78655333733215,19.57807411896471,38.446178640429764,17.947877686270285,,,,6,False,12.4,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,10.930000305175781,-4.94053016263244,-26.591613486687006,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.39,77.52,70.0,,,0.9,,87.66,61.1,65.75,96.48,False,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4275076864.0,4.63,1.62,29.1,15.45,35.06,31.82,17.83,24.89,6.23,0.76,0.6,2.96,0.37,0.46,71.52,-64.7,5.97,11.45,1.64,37.42,62.57,13.47,20.08,1.0,-32.2,-8.6,0.91,0.6,13.609999656677246,15.0157554397903,27.854226340811007,38.94870312116058,23.572268024496047,74.76041634926167,48.403834794357756,26.305327379078708,8.655042371031668,,,,6,False,8.6,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.039999961853027,-3.0626802446161006,-32.72283136554288,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.1%))
MDNE3,SMALL11,SMALL11,Imobiliário,74.84,72.17,90.0,,,0.8,,73.06,77.21,60.19,79.58,False,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.26,True,2537789184.0,4.39,1.07,16.46,9.27,24.38,16.15,10.98,21.43,4.24,0.91,1.16,2.38,0.48,0.3,40.71,19.5,3.84,6.4,1.12,72.76,27.27,20.62,34.28,19.0,-28.4,-11.1,1.67,0.64,24.540000915527344,16.25388475294957,30.150956216721447,74.06720094094243,53.70833445174577,132.64060248876117,25.79451767073932,65.72549931700549,43.53105147803891,,,,6,False,8.2,,,n/d,2026-01-02,última,,,False,False,,,Em Baixa,25.09000015258789,-2.192105355582541,-28.413063624879488,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.2%))
POMO3,SMALL11,SMALL11,Bens Industriais,73.71,74.37,70.0,,,0.7,,80.4,74.45,52.45,90.85,False,4,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,5201467392.0,4.33,1.23,22.69,11.86,28.32,24.74,18.39,13.19,4.59,1.29,0.98,1.94,0.81,0.31,51.33,-14.0,,8.76,1.02,59.93,39.42,3.85,6.69,8.8,-37.3,-22.9,0.92,0.45,4.190000057220459,3.5480729956768817,6.581675406980615,12.821593708584542,8.61209444827186,24.808771909594743,11.294183113961946,10.968275386272705,5.1537581426214665,9.238596701115524,9.790184917272281,8.811166425545053,6,True,7.0,110.29036527961674,120.49156503458805,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,4.539999961853027,-7.709249065493684,-37.841965029431755,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.7%))
PSSA3,BOVA11,BOVA11,Insurance,73.0,72.65,75.0,,1.8,0.3,,76.06,53.13,100.0,51.41,False,5,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,30921469952.0,8.35,1.91,6.33,5.34,22.84,17.35,79.28,8.13,,,,,,0.66,44.55,0.3,7.74,6.06,,71.59,28.18,43.07,55.45,12.0,-13.0,-5.3,0.74,0.49,48.2400016784668,18.382949245005864,34.10037084948588,76.54850565744731,57.29789298233228,103.9926848194703,48.49285960539734,61.4266826032901,,44.381171339334095,41.296615227441606,37.16695370469745,4,True,4.2,-22.954078748948504,-7.999233426343744,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,54.25,-11.07833791987687,-13.159311717356125,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.1%))
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,72.12,72.5,70.0,,,0.7,,80.4,70.93,52.45,80.99,False,6,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5598715904.0,4.62,1.31,21.26,9.48,28.32,24.74,18.39,13.19,4.82,1.29,0.98,1.94,0.81,0.31,43.78,-14.0,4.61,8.76,1.02,59.93,39.42,4.05,7.92,11.4,-43.0,-21.2,0.97,0.48,4.510000228881836,3.0527743650133483,5.662896447099761,12.934524465948986,8.69583293316033,23.893689295111347,11.575137762178509,11.811905361357189,5.186344183602181,11.394332921208328,11.575137762178509,10.417623985960658,7,True,7.8,130.9894336423016,152.64594995449312,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,4.809999942779541,-6.237000363129841,-43.27722875916081,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.2%))
CURY3,BOVA11+SMALL11,BOVA11,Consumo discricionário,71.95,70.53,80.0,,,0.9,,90.16,39.54,57.07,86.62,False,7,Rompimento,6,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,-0.13,True,10036191232.0,8.5,5.64,15.88,10.4,66.38,57.38,37.72,17.89,5.47,-0.15,-0.06,1.92,0.66,1.1,88.4,8.2,6.79,16.3,0.91,70.61,24.44,26.99,40.16,20.7,-18.9,3.9,1.32,0.58,32.58000183105469,24.201362868318217,44.89352812073029,50.786473442526415,22.319956743093055,69.38361243942339,53.127608901829156,28.79645692078581,25.44421854454374,39.86915224765626,36.84499252075805,33.160493268682245,8,True,3.1,1.7817415745945198,22.373081666477024,n/d,2026-08-17,última,"A Cury apresenta uma sólida eficiência operacional no setor de consumo discricionário, evidenciada por um retorno sobre o patrimônio líquido de 66,4% e um retorno sobre o capital investido de 37,7%, ambos posicionados muito acima dos pares setoriais, que registram médias de 12,5% e 13,1%, respectivamente. Essa expressiva qualidade operacional convive com múltiplos de preço mistos, uma vez que o indicador preço/lucro de 8,5 sugere uma avaliação atrativa frente à alta rentabilidade, enquanto o preço/valor patrimonial de 5,64 sinaliza um prêmio exigido pelo mercado sobre o valor contábil da empresa. A excelente rentabilidade é sustentada por uma estrutura financeira extremamente saudável, visto que a relação dívida líquida sobre Ebitda de -0,15 indica uma posição de caixa líquido e está muito abaixo da média do setor de 2,67, garantindo robustez mesmo com uma relação dívida/patrimônio de 0,66 e liquidez corrente de 1,92. Esse cenário de endividamento sob controle e margem líquida de 17,89% confere alta sustentabilidade ao expressivo dividendo distribuído de 15,88%, o qual se mostra plenamente coerente com a forte geração de lucro da companhia. Por outro lado, o crescimento da receita nos últimos cinco anos, de 8,2%, ficou abaixo da média setorial de 28,5%, o que se reflete no checklist de critérios da empresa, no qual ela atende a 6 dos 8 requisitos avaliados devido a esse menor ritmo de expansão e à ocorrência de venda por parte de iniciados. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão relevante entre os métodos, variando desde os mais conservadores baseados em ativos e dividendos históricos, como Graham a R$ 22,32 e Bazin a R$ 24,20, até projeções mais otimistas de fluxo de caixa e crescimento, como Gordon a R$ 44,89, fluxo de caixa descontado a R$ 50,79 e Lynch a R$ 69,38. A média dessas metodologias situa-se em R$ 39,87 e a mediana em R$ 36,84, resultando em um preço-teto ajustado com margem de segurança de R$ 33,16, o que confere um potencial de valorização de 1,8% em relação ao preço atual de R$ 32,58. Como principais prós, destacam-se a rentabilidade excepcional, a sólida saúde financeira com caixa líquido e o retorno de dividendos altamente atrativo; em contrapartida, figuram como contras o crescimento histórico de receita abaixo de seus pares e a pressão sobre o valuation expressa no elevado múltiplo patrimonial.",Rompimento,False,False,,,Em Alta,32.31999969482422,0.8044620627645216,-19.052738880929233,True,True,True,"Rompimento (vol x0.9, +0.8% do topo, MM50>MM200)"
PETR4,BOVA11,BOVA11,Energia,70.88,74.57,50.0,,,0.9,DY5a=41.0%>=20,86.22,84.0,36.58,,False,8,Não,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,564985135104.0,4.07,1.13,5.45,41.02,27.73,30.77,19.69,24.32,2.66,1.29,0.92,0.85,0.76,0.27,166.94,96.8,4.19,10.07,0.28,65.87,33.99,26.84,47.05,54.0,-12.1,-0.1,0.35,0.24,41.349998474121094,121.14947126991336,224.73226920568928,134.61608839855143,91.45981752413398,304.7911435438901,55.98246,122.93242789603569,57.310883023273405,139.1218201076859,122.04094958297452,109.83685462467707,8,True,5.4,165.62722775774344,236.44939598910827,n/d,2026-08-24,última,,,False,False,,,Em Alta,42.971248626708984,-3.7728718722410903,-13.243166677838703,True,False,False,sem sinal (Em Alta)
MILS3,SMALL11,SMALL11,Bens Industriais,70.35,68.65,80.0,,,0.7,,84.77,54.07,57.46,54.93,False,9,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3588365568.0,8.22,1.96,5.38,5.71,23.81,18.37,20.65,23.53,4.88,1.28,0.87,2.98,0.99,0.65,46.96,21.3,8.42,11.12,0.54,61.6,38.32,10.3,15.81,52.9,-0.4,8.2,0.74,0.47,15.75,6.426879088895687,11.921860709901498,25.38777372262773,18.61263551273508,35.14401438917969,12.29380744888454,20.328779293567546,17.804439718543723,20.21333011363426,18.61263551273508,16.751371961461572,7,True,5.5,6.357917215629039,28.338603896090532,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.8100004196167,-0.37950928541565787,-1.1919672859786345,True,False,False,sem sinal (Em Alta)
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.26,70.31,70.0,,,0.9,,86.35,57.46,35.44,100.0,False,10,Pivô de alta,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,1.08,True,4470076416.0,6.31,4.56,8.79,19.55,72.29,64.73,34.45,13.0,5.17,1.2,0.49,1.43,1.7,0.24,123.36,25.8,6.47,14.14,0.81,77.23,22.71,24.65,35.6,33.8,-7.4,0.2,0.65,0.46,32.97999954223633,46.05539014609449,85.43274872100527,69.25277241436312,29.163846477395776,156.79872999478445,98.51666666666667,63.24215443122973,25.258659338597777,78.3517584073628,69.25277241436312,62.32749517292681,7,True,6.2,88.98573692551504,137.57355820160168,n/d,2026-04-30,última,"A Metal Leve (LEVE3) apresenta uma notável eficiência operacional no setor de consumo discricionário, evidenciada por um ROE de 72,3% e um ROIC de 34,4% que se posicionam muito acima das médias setoriais de 12,5% e 13,1%, respectivamente. Essa alta qualidade no retorno sobre o capital convive com múltiplos de preço atrativos, uma vez que o P/L de 6,31 indica um papel descontado, embora o P/VP de 4,56 reflita o forte ágio sobre o valor patrimonial decorrente da alta rentabilidade. A sólida saúde financeira da companhia é reforçada por uma relação de Dívida Líquida sobre EBITDA de 1,2 vezes, patamar significativamente abaixo da média do setor de 2,67 vezes, o que demonstra que a empresa consegue gerar retornos expressivos sem comprometer sua estrutura de capital. Esse endividamento controlado, somado à forte geração de caixa, confere sustentabilidade ao robusto dividend yield de 8,79%, mostrando-se plenamente coerente com a capacidade de distribuição de lucros da empresa. No que tange ao crescimento, contudo, o CAGR de receita de cinco anos de 25,8% ficou ligeiramente abaixo da média setorial de 28,5%, sugerindo uma expansão mais madura que a de seus pares. No checklist de critérios fundamentalistas, a companhia atende a 6 de 8 requisitos, falhando apenas na margem líquida de 13,0%, que ficou abaixo do sarrafo de 15%, e no ritmo de crescimento frente ao setor. Sob a ótica de valuation, as estimativas de preço-teto revelam uma ampla dispersão entre os métodos, variando desde os conservadores R$ 29,16 de Graham até os otimistas R$ 156,80 de Lynch, resultando em uma média de R$ 78,35 e uma mediana de R$ 69,25. Tomando como referência o preço-teto ajustado com margem de segurança de R$ 62,33, o papel exibe um expressivo potencial de valorização de 89,0% frente à cotação atual de R$ 32,98. Em balanço, a LEVE3 destaca-se positivamente por sua rentabilidade excepcional, endividamento abaixo dos pares e forte retorno em dividendos, enquanto os principais pontos de atenção residem no crescimento ligeiramente inferior ao do setor e em uma margem líquida que não atinge os patamares mais elevados da categoria.",Pivô de alta,False,False,,,Em Alta,34.0,-3.0000013463637454,-8.920186754772374,True,True,True,Pivô de alta
